BUSINESS_NAME,PRODUCTS_OR_SERVICES,UNIT,HOUSE_NUMBER,ROAD,POSTAL_CODE,PHONE,EMPLOYEES,TOWN_CENTRE,BUSINESS_LICENCE_APPLICATION_TYPE,YEAR,LONGITUDE,LATITUDE
Group Health Global Benefit Systems Inc,"Consulting Service - Group Benefits
Also occupying 203-212",200,1688,152 St,V4A4N2,6045424100,83,SSTC,Commercial/Industrial,2012,-122.80104,49.03271
Gary's Automotive,Automotive Repair,0,19082,32 Ave,V3S0L5,6045411818,4,SSTC,Commercial/Industrial,2012,-122.69475,49.06004
Trans Continental Textile Recycling Ltd,Clothing Processing,0,13120,78A Ave,V3W1P4,6045922845,85,NTC,Commercial/Industrial,2012,-122.85861,49.14555
T D Canada Trust City Centre,Bank,0,10435,King George Blvd,V3T2W7,6045862000,41,SCC,Commercial/Industrial,2012,-122.84548,49.19242
Finning Ltd (Truck Engine Service),"Whlse. Cat Engine Parts, Engine Serv.,Class 8 truck & trailer sales",0,19498,92 Ave,V4N4G7,6048883406,39,GTC,Commercial/Industrial,2012,-122.68223,49.17006
Finning Ltd (Truck Engine Service),"Whlse. Cat Engine Parts, Engine Serv.,Class 8 truck & trailer sales",0,19498,92 Ave,V4N4G7,6048883406,39,GTC,Commercial/Industrial,2012,-122.68223,49.17006
K V Piano Man Ltd,"New & Used Pianos, Sales/Serv.",13,15531,24 Ave,V4A2J4,6045381847,2,SSTC,Commercial/Industrial,2012,-122.79215,49.04568
Extra Innings,"Stadium Class ""E"" Liquor License",0,2201,148 St,V4A9P5,6045313220,25,SSTC,Commercial/Industrial,2012,-122.81239,49.04371
Michael & Young Flyfishing Supplies Inc,Retail Merchant - Flyfishing Supplies,0,10484,137 St,V3T4H5,6045882833,5,SCC,Commercial/Industrial,2012,0,0
Y V R Air Truck Freight Systems Inc,Import/Export Trucking & Cartage,67,15515,24 Ave,V4A2J4,6045381040,6,SSTC,Commercial/Industrial,2012,-122.79259,49.04568
Carpet Centre The,Retail Carpets,108,15551,Fraser Hwy,V3S2V8,6045899696,9,FTC,Commercial/Industrial,2012,-122.79144,49.16234
Dogwood Campground,"Grocery Store, Camp Grounds & R V Park, Laundromat, Arcade, Pool & Hot Tub",0,15151,112 Ave,V3R6G8,6045835585,6,GTC,Commercial/Industrial,2012,0,0
Ed Schram Motors Ltd (76 Ave),Auto Repair,112,13375,76 Ave,V3W6J3,6045996081,6,NTC,Commercial/Industrial,2012,-122.852,49.14098
Four Star Electric Ltd,Contractor - Electrical,221,12837,76 Ave,V3W2V3,6045902424,9,NTC,Commercial/Industrial,2012,-122.8661,49.1411
Walia Insurance Agencies Ltd (96 Ave),Insurance Agency,2,12830,96 Ave,V3V6A8,6045887188,1,WTC,Commercial/Industrial,2012,-122.8669,49.17707
Clover Collision Repairs Ltd,Auto Body Repair,4,5422,176 St,V3S4C3,6045766016,3,CTC,Commercial/Industrial,2012,-122.73486,49.10082
Coast Capital Savings Credit Union,Financial Institution,2791,10153,King George Blvd,V3T2W1,6045814511,17,SCC,Commercial/Industrial,2012,-122.84555,49.18696
Ed Schram Motors Ltd (132 St),"Auto Body Repair, Auto Repair, Used Auto Sales",0,7815,132 St,V3W4M8,6045998844,3,NTC,Commercial/Industrial,2012,-122.85693,49.14488
Canada Engines Ltd,Remfg. & Inst. Auto & Light Truck Engines,0,12345,114 Ave,V3V3N6,6045801050,15,WTC,Commercial/Industrial,2012,-122.87937,49.20995
Convoy Supply Ltd,"Whlse. Roofing, Vinyl Siding & Fibreglass Insulation",0,8183,130 St,V3W7X4,6045915381,60,NTC,Commercial/Industrial,2012,-122.86242,49.15118
Robin Hood Beer & Wine Store,Beer & Wine Store,0,13468,72 Ave,V3W2N8,6045946265,6,NTC,Commercial/Industrial,2012,-122.84882,49.1335
Robin Hood Pub,Neighbourhood Pub,0,13468,72 Ave,V3W2N8,6045945474,10,NTC,Commercial/Industrial,2012,-122.84882,49.1335
BC Region of Firstonsite Restoration LP,Providing full range of disaster restoration cleaning services,24,13260,78 Ave,V3W0H6,6045901440,65,NTC,Commercial/Industrial,2012,-122.85507,49.14445
Evancic Perrault Robertson,Certified General Accountant,0,1656,Martin Dr,V4A6E7,6045367778,1,SSTC,Commercial/Industrial,2012,-122.80482,49.03285
Pan American Nursery Products Inc,Whlse. Nursery Stock,0,5151,152 St,V4P2J9,6045768641,1,NTC,Commercial/Industrial,2012,-122.80126,49.09604
Coastwise Fisheries Inc,Mfg. - Seafood Processing,11,9548,192 St,V4N3R9,6048881992,4,GTC,Commercial/Industrial,2012,-122.69045,49.17601
Wingtat Game Bird Packers Inc,Game Bird Processing Plant,0,9752,186 St,V4N3N7,6048820054,50,GTC,Commercial/Industrial,2012,-122.70753,49.17929
Vancouver Axle & Frame Ltd,Truck & Auto Repair,0,19548,96 Ave,V4N4C3,6048825112,11,GTC,Commercial/Industrial,2012,-122.68092,49.1769
Guildford Station Pub,Neighbourhood Pub,0,10176,154 St,V3R4J6,6045897668,50,GTC,Commercial/Industrial,2012,-122.7952,49.18769
Aidelbaum Dr Martin R,Oral & Maxillofacial Surgeon,404,15127,100 Ave,V3R0N9,6045897000,5,GTC,Commercial/Industrial,2012,-122.8031,49.18428
Semiahmoo Physiotherapist Corp,Physiotherapy,680,15355,24 Ave,V4A2H9,6045318080,4,SSTC,Commercial/Industrial,2012,-122.79692,49.0457
Purba Custom Furniture Mfg Ltd,"Mfg. - Furniture
Units A, B, C & D",0,8065,130 St,V3W7X4,6045915435,14,NTC,Commercial/Industrial,2012,-122.86241,49.14931
Symmetric Machining Ltd,Mfg.- Steel Products,102,17728,66 Ave,V3S7X1,6045762876,10,CTC,Commercial/Industrial,2012,-122.7315,49.12227
K & D Furniture Ltd,Retail Furniture & Appliances,50,3033,King George Blvd,V4P1B8,6045318331,10,SSTC,Commercial/Industrial,2012,-122.80823,49.05729
Laser Valley Technologies Corp,Recharge Toner Cartridges,1,9761,192 St,V4N4C7,6048887085,28,GTC,Commercial/Industrial,2012,-122.69045,49.18007
Custom House Currency Exchange,Currency Exchange,0,13635,100 Ave,V3T1H9,6045820088,2,SCC,Commercial/Industrial,2012,-122.84395,49.1844
Quadra Control Weigh Systems,Mfg. - Steel Fabrication - Design of Plant Controls Systems and Equipment,0,18525,96 Ave,V4N3P7,6048883636,15,GTC,Commercial/Industrial,2012,-122.70949,49.17709
Cole International,"Custom Broker,Vending Machine",201,17637,1 Ave,V3S9S1,6045381512,10,SSTC,Commercial/Industrial,2012,-122.73414,49.00409
Chocolaterie Bernard Callebaut,Retail - Chocolates,240,15355,24 Ave,V4A2H9,6045316777,2,SSTC,Commercial/Industrial,2012,-122.79692,49.0457
Clydesdale Inn,"Motel, Pub & Restaurant",0,17630,56 Ave,V3S1C5,6045762826,12,CTC,Commercial/Industrial,2012,-122.73418,49.10408
Versatile Fiberglass Inc,Mfg. - Fibreglass Products,8,19351,94 Ave,V4N4E6,6048881919,2,GTC,Commercial/Industrial,2012,-122.6858,49.17366
P C B Highway Sufference Warehouse,Trucking Serv.,155,17735,1 Ave,V3S9S1,6045381566,4,SSTC,Commercial/Industrial,2012,-122.73163,49.00391
Jubilee Rose Enterprises Ltd,Warehouse,0,15515,24 Ave,V4A2J4,6045355087,3,SSTC,Commercial/Industrial,2012,-122.79259,49.04568
Rife Dr David A,Professional Practitioner-Dentist,0,5746,176 St,V3S4C8,6045744262,4,CTC,Commercial/Industrial,2012,-122.73483,49.10681
O P Automotive,Automotive Repair Service,0,1611,128 St,V4A3V2,6045314835,2,SSTC,Commercial/Industrial,2012,-122.86767,49.03152
Basant Motors Ltd,Automobile Sales,0,16315,Fraser Hwy,V4N0G1,6045727880,30,FTC,Commercial/Industrial,2012,-122.77014,49.15406
G S Audio Services Ltd,Repair Service - Stereo'S & Vcr'S,0,10511,King George Blvd,V3T2X1,6045824833,1,SCC,Commercial/Industrial,2012,-122.84547,49.19342
Ener-Save Fire Safety,"Contractor - Plumbing, Heating, Gas & Electric",24,15515,24 Ave,V4A2J4,6045358001,2,SSTC,Commercial/Industrial,2012,-122.79259,49.04568
Margranite Industries Ltd,Mfg. - Granite Tile,0,19135,94 Ave,V4N3S4,6048883161,12,GTC,Commercial/Industrial,2012,-122.69241,49.17348
Wardan Enterprises Ltd,"Dist. Furnace Oil,Contractor - Fire Protection",0,13181,116 Ave,V3R2S8,6045800002,1,WTC,Commercial/Industrial,2012,-122.8567,49.21356
Trademark Custom Homes & Renovations,General Construction Contractor,200,6245,136 St,V3X1H3,6045901155,10,NTC,Commercial/Industrial,2012,-122.84557,49.11576
Envision Financial A Division Of First West Credit Union,Bank,710,3061,152 St,V4P3K1,6045014270,15,SSTC,Commercial/Industrial,2012,-122.80134,49.05769
Canada Trust (72 Ave),Banking,0,13650,72 Ave,V3W2P3,6045728188,45,NTC,Commercial/Industrial,2012,-122.84397,49.13346
Zinetti Food Products Ltd,Manufacturer - Food Products,0,17760,66 Ave,V3S7X1,6045742028,61,CTC,Commercial/Industrial,2012,-122.73073,49.12227
B & W Insurance Agency (Fraser Hwy),Insurance Agency,0,16007,Fraser Hwy,V4N0G2,6045976555,9,FTC,Commercial/Industrial,2012,-122.77852,49.15734
Applied Science Technologists & Technicians of BC,Non Profit - Professional Association,0,10767,148 St,V3R0S4,6045852788,24,GTC,Commercial/Industrial,2012,-122.81261,49.19813
A B C Metals,Scrap Metal Recycling,0,19355,54 Ave,V3S8E5,6045149411,12,CTC,Commercial/Industrial,2012,-122.68771,49.10125
Lawrenson Walker Realty Advisors Ltd,Real Estate Appraisal Consultant,200,1678,128 St,V4A3V3,6045351494,6,SSTC,Commercial/Industrial,2012,-122.86739,49.03266
L 'Anco Products Ltd,Mfg. - Conveyor Chain,205,9710,187 St,V4N3N6,6048821602,11,GTC,Commercial/Industrial,2012,-122.70482,49.17854
Lifelabs B C LP,Medical Laboratory,105,1656,Martin Dr,V4A6E7,6045916717,8,SSTC,Commercial/Industrial,2012,-122.80482,49.03285
Adams Beverages Ltd,Mfg. - Soft Drinks,60,13320,116 Ave,V3R0R8,6045806811,14,WTC,Commercial/Industrial,2012,0,0
The Body Shop,Natural Cosmetics,0,2542,Guildford Town Centre,V3R7C1,6045885440,8,GTC,Commercial/Industrial,2012,0,0
Big Gary's Vac Wholesale,Retail - Vacuum Cleaners & Repair,600,15355,24 Ave,V4A2H9,6045317614,6,SSTC,Commercial/Industrial,2012,-122.79692,49.0457
Excell Battery Company,Wholesale - Batteries,133,18525,53 Ave,V3S7A4,6045755011,28,CTC,Commercial/Industrial,2012,-122.7096,49.09912
National Truck Centre Inc (Volvo Truck),"Truck Sales, Repair & Inspection",0,18964,96 Ave,V4N3R2,6048885577,65,GTC,Commercial/Industrial,2012,-122.69708,49.17691
Surrey Monument Co 1992 Ltd,Manufacturer - Monuments,0,10324,120 St,V3V4G1,6045828000,4,WTC,Commercial/Industrial,2012,-122.89014,49.19019
Vancouver Display Services Inc,Event Decorators,21,8528,123 St,V3W3V6,6045991440,10,NTC,Commercial/Industrial,2012,-122.88218,49.15837
Metro Waste Paper Recovery Inc,Multi-Material Processing,0,12345,104 Ave,V3V3H2,6045894385,63,WTC,Commercial/Industrial,2012,-122.88292,49.19211
Western Natural Gas Products Ltd,"Mfg. - Brass Assembly/Gas Regulator Sales,Wholesale,Cabinet Doors,Woodworking",8,13015,84 Ave,V3W1B3,6045991900,8,NTC,Commercial/Industrial,2012,-122.86177,49.15548
Wilson Properties Inc,Property Mgmt.,0,18946,98 Ave,V4N3R6,6048884242,1,GTC,Commercial/Industrial,2012,-122.69742,49.18056
Don Wotherspoon & Associates Ltd,Insurance Agency,405,16033,108 Ave,V4N1P2,6049519488,5,GTC,Commercial/Industrial,2012,-122.77766,49.19889
Hub International Insurance Brokers,General Insurance & Autoplan,0,13630,72 Ave,V3W2P3,6045969571,10,NTC,Commercial/Industrial,2012,-122.84444,49.13345
Eltex Enterprises 20/20 Ltd,General Contractor,0,14770,64 Ave,V3S1X7,6045995088,6,NTC,Commercial/Industrial,2012,-122.81309,49.11904
Maple Leaf Self Storage,Self Storage,0,5758,Landmark Way,V3S7H1,6045331030,3,CTC,Commercial/Industrial,2012,-122.68163,49.10797
Lark Group,General Cont.,101,17802,66 Ave,V3S7X1,6045762935,144,CTC,Commercial/Industrial,2012,-122.72972,49.12227
D N R Towing Inc,Towing - With Storage,0,10671,Timberland Rd,V3V3T3,6045800005,16,WTC,Commercial/Industrial,2012,-122.89706,49.19662
Peace Portal Golf Course,Par 3 Golf Course,0,17065,4 Ave,0,6045384818,5,SSTC,Commercial/Industrial,2012,-122.75037,49.00946
F & G Delivery Ltd,Trucking,0,9324,192 St,V4N3R8,6048885150,16,GTC,Commercial/Industrial,2012,-122.6907,49.17143
Cedar Hills Pet Supplies & Grooming,Retail Pet Supplies & Grooming,0,12859,96 Ave,V3V6V9,6045839335,2,SCC,Commercial/Industrial,2012,-122.86585,49.17725
Seaside Painters & Sandblasters Inc,Industrial Painting & Sandblasting,0,10095,179 St,V4N4J6,6045836758,15,GTC,Commercial/Industrial,2012,-122.7258,49.18602
Lentia Enteprises Ltd,Whlse. Bakery Supplies & Equipment,0,17733,66 Ave,V3S7X1,6045768838,10,CTC,Commercial/Industrial,2012,-122.73157,49.12245
Bank Of Nova Scotia,Bank,201,16033,108 Ave,V4N1P2,6045863100,17,GTC,Commercial/Industrial,2012,-122.77766,49.19889
Makin Metals Ltd,Mfg. & Dist. of Metal Products,0,19433,96 Ave,V4N4C4,6048829344,23,GTC,Commercial/Industrial,2012,-122.68496,49.17708
Braverman Dr Martin P,Professional Practitioner-Dentist,302,7380,King George Blvd,V3W5A5,6045905297,5,NTC,Commercial/Industrial,2012,-122.84547,49.13692
Dr Raymon P Grewal Inc,Professional Practitioner-Dentist,302,7380,King George Blvd,V3W5A5,6045905297,5,NTC,Commercial/Industrial,2012,-122.84547,49.13692
Stengar Homes Ltd,Residential Cont.,11,13478,78 Ave,V3W8J6,6045908128,1,NTC,Commercial/Industrial,2012,-122.84923,49.14442
Dell Lanes Ltd,Bowling Alley,0,10576,King George Blvd,V3T2X3,6045818230,3,SCC,Commercial/Industrial,2012,-122.84518,49.19485
Bleszynski Dr Maria,Physician,211,13710,94A Ave,V3V1N1,6045838334,4,WTC,Commercial/Industrial,2012,-122.84227,49.17461
Valley Car Color Inc,"Whlse. Auto Paint & Body Supplies,Snowmobile Repairs,Millwork",13,19257,Enterprise Way,V3S6J8,6045305622,10,CTC,Commercial/Industrial,2012,-122.68877,49.10789
Apt Industries (2012) Ltd,"Blacksmith, Welding & Steel Fabricating",0,12361,Industrial Rd,V3V3S4,6045803605,5,WTC,Commercial/Industrial,2012,-122.87993,49.21126
Kekinow Native Housing Society (140 St),Housing - Non Profit,0,7561,140 St,V3W2N5,6045915299,2,NTC,Commercial/Industrial,2012,-122.83464,49.14017
European Sharpening,Sharpening Serv. & Retail Blades,2,8311,129 St,V3W0A6,6045908618,14,NTC,Commercial/Industrial,2012,-122.86566,49.15388
Flextech Industries Ltd,Mfg. - Flex Metal & Expansion Joints,1,17675,66 Ave,V3S7X1,6045763100,20,CTC,Commercial/Industrial,2012,-122.73282,49.12245
AI Industries,Mfg. - Miscellaneous & Structural Steel Fabrication & Welding,0,12349,104 Ave,V3V3H2,6045832171,60,WTC,Commercial/Industrial,2012,-122.88098,49.19201
Atwater Insurance,Insurance Agency,0,1711,152 St,V4A4N3,6045316631,6,SSTC,Commercial/Industrial,2012,-122.80132,49.03315
Blue Steel Ltd,"Reinforcing, Rebar Steel Cont.",0,11426,132A St,V3R7S2,6045808236,8,WTC,Commercial/Industrial,2012,-122.85492,49.21073
Superior City Services Ltd,Street Cleaning Contractor,0,15151,64 Ave,V3S1X9,6045913434,40,NTC,Commercial/Industrial,2012,-122.8026,49.11914
Superior City Services Ltd,Street Cleaning Contractor,0,15151,64 Ave,V3S1X9,6045913434,40,NTC,Commercial/Industrial,2012,-122.8026,49.11914
National Silicates Ltd,Mfg. - Sodium/Magnesium Sulphate,0,8160,130 St,V3W8J9,6045960806,5,NTC,Commercial/Industrial,2012,-122.86214,49.15082
South Fraser Stairs Ltd,"Mfg. - Staircases, Railings",3,19110,96 Ave,V4N3R3,6048887789,8,GTC,Commercial/Industrial,2012,-122.69299,49.17691
Guildford Cab 1993 Ltd,Taxi Service,101,8299,129 St,V3W0A6,6045858888,1,NTC,Commercial/Industrial,2012,-122.86566,49.15368
Delta Controls Inc,Mfg. - Building Automation Systems,0,17850,56 Avenue,V3S1C7,6045747790,138,CTC,Commercial/Industrial,2012,-122.72796,49.10407
Gerry Blonski - Architect,Professional Practitioner-Architect,0,12468,82 Ave,V3W3E9,6045723608,4,NTC,Commercial/Industrial,2012,-122.87677,49.1519
Blue Max Lighting & Emergency Eqpt Ltd,Electrical Installation & Repair,0,18446,53 Ave,V3S7A4,6045744062,8,CTC,Commercial/Industrial,2012,-122.71156,49.09897
Yamato Tech Corp,Whlse. Weigh Scales,112,19425,Langley Bypass,V3S6K1,6045332338,4,CTC,Commercial/Industrial,2012,0,0
Falcon Equipment Ltd (18412 - 96 Ave),"Sales/Serv/Rental Skid Loaders, Crane & Hydraulic Truck Equipment Repair,Tool & Equipment Rentals",0,18412,96 Ave,V4N3P8,6048885066,55,GTC,Commercial/Industrial,2012,-122.71238,49.17691
A C R Systems Inc,Mfg. - Electronic Data Logging Equipment,210,12960,84 Ave,V3W1K7,6045911128,20,NTC,Commercial/Industrial,2012,-122.86358,49.15529
Basic Optical Co Ltd,Whlse. Optical,109,18760,96 Ave,V4N3P9,6048828780,4,GTC,Commercial/Industrial,2012,-122.7028,49.17691
Subway,Restaurant - Subway Sandwich Shop,163,10070,152 St,V3R8X8,6049519629,10,GTC,Commercial/Industrial,2012,-122.80077,49.18554
General Paint Ltd (152A St),Retail Paint & Wallpaper,100,8888,152A St,V3R4E4,6045896022,7,FTC,Commercial/Industrial,2012,-122.79953,49.16405
Bank of Nova Scotia (152A Steet),Banking,180,8888,152A St,V3R0V7,6046683000,16,FTC,Commercial/Industrial,2012,-122.79953,49.16405
Nu Brite Industries Inc,Auto Wheel Repair & Metal Polishing,3,9535,190 St,V4N3S1,6048883630,18,GTC,Commercial/Industrial,2012,-122.69619,49.1758
Blueridge Engineering Ltd,Professional Practitioner-Engineer,205,15585,24 Ave,V4A2J4,6045381223,8,SSTC,Commercial/Industrial,2012,-122.79068,49.04567
Alliance Principle Ingredients Corporation,Wholesale - Pharmaceutical Goods,101,5712,192 St,V3S2V7,6045761130,7,CTC,Commercial/Industrial,2012,-122.69101,49.10658
Oriental Buffet Restaurant,Dining Lounge,0,15140,101 Ave,V3R7V4,6045838893,20,GTC,Commercial/Industrial,2012,-122.80262,49.18604
Park Dental Group,Dental Office,0,19565,Fraser Hwy,V3S6K7,6045305353,4,CTC,Commercial/Industrial,2012,-122.68068,49.11438
G W Leasing Inc,Warehouse - Communication Equipment,101,19005,94 Ave,V4N3S4,6048882500,3,GTC,Commercial/Industrial,2012,-122.69578,49.17348
Trio Machinery Inc,Wholesale - Fish Processing Equipment,101,19005,94 Ave,V4N3S4,6048882500,1,GTC,Commercial/Industrial,2012,-122.69578,49.17348
Metro Mobile Radio Sales Inc,Wholesale - Communications,101,19005,94 Ave,V4N3S4,6048885100,12,GTC,Commercial/Industrial,2012,-122.69578,49.17348
Eurospec Autobody 2001 Ltd,Auto Body Shop,41308,13136,84 Ave,V3W1J1,6045919744,3,NTC,Commercial/Industrial,2012,-122.85864,49.15531
Fleetwood Physiotherapist Corporation,Professional Practitioner-Medical/Physiotherapy,100,15129,100 Ave,V3R9P4,6045815236,4,GTC,Commercial/Industrial,2012,-122.80304,49.18428
E Sands & Associates Inc,Trustee In Bankruptcy & Bankruptcy Services,203,10366,136A St,V3T5R3,6045835499,40,SCC,Commercial/Industrial,2012,-122.8432,49.19075
Stoney Cedar Ltd,Retail & Whlse. Roofing Supplies,0,19564,60 Ave,V3S3S7,6045346331,3,CTC,Commercial/Industrial,2012,-122.68138,49.11116
Transwest Roofing Ltd,Roofing & Sheetmetal Contractor,0,13415,Comber Way,V3W5V8,6045967448,35,NTC,Commercial/Industrial,2012,-122.85112,49.13407
Cost Plus Painting & Decorating Inc (162 St),Painting Cont.,110,8484,162 St,V4N1B4,6045975218,10,FTC,Commercial/Industrial,2012,-122.77318,49.15699
McCann Equipment Ltd,Tool Rentals & Repairs,7,7533,135 St,V3W0N6,6045964077,4,NTC,Commercial/Industrial,2012,-122.84854,49.13965
Newmac Animal Feeds Ltd,Retail Pet Foods & Live Stock Feeds,5,17967,56 Ave,V3S1E2,6045762848,7,CTC,Commercial/Industrial,2012,-122.72487,49.10425
National Money Mart,Cheque Cashing Convenience Store,0,12788,96 Ave,V3V7H7,6049305905,4,WTC,Commercial/Industrial,2012,-122.86839,49.17708
Planet Java Billiards,Billiard Club,0,10312,152A St,V3R7P6,6045845282,2,GTC,Commercial/Industrial,2012,-122.79935,49.18979
I C C Integrated Construction Concepts Ltd,General Cont.,310,12960,84 Ave,V3W1K7,6045990706,10,NTC,Commercial/Industrial,2012,-122.86358,49.15529
United Oil Services,"Underground Abandoned Fuel, Oil Tank Disposal & Dust Spraying Cont.",0,13181,116 Ave,V3R2S8,6045802132,2,WTC,Commercial/Industrial,2012,-122.8567,49.21356
Coast Capital Savings Credit Union,Financial Services,103,1797,152 St,V4A4N3,6045177000,16,SSTC,Commercial/Industrial,2012,-122.80133,49.03469
W H Tarpmaster Manufacturing Ltd,Mfg. - Tarpaulins,403,9775,188 St,V4N3N2,6048881649,3,GTC,Commercial/Industrial,2012,-122.7014,49.18001
Sawbuck's Pub,Neighbourhood Pub,0,1626,152 St,V4A4N2,6045366420,25,SSTC,Commercial/Industrial,2012,-122.80104,49.0316
Precision Gutters Ltd,Gutters & Sheet Metal Fabrication,7,9515,190 St,V4N3S1,6048885112,40,GTC,Commercial/Industrial,2012,-122.69619,49.17545
Ian Hayward International Ltd,Electrical Engineering Consult.,305,16088,84 Ave,V4N0V9,6045996088,4,FTC,Commercial/Industrial,2012,-122.77632,49.15537
Fast Track Floors Ltd,Commercial Flooring Inst.,23,19257,Enterprise Way,V3S6J8,6045333278,33,CTC,Commercial/Industrial,2012,-122.68877,49.10789
Wal Mart Canada Inc,"Department Store & Auto Repair,Vending Machine",0,1000,Guildford Town Centre,V3R7C3,6045811932,375,GTC,Commercial/Industrial,2012,0,0
Ralph's Pick-N-Pull,"Auto Wrecking, Retail Used Auto Parts",0,10731,Scott Rd,V3V4G5,6045805479,17,WTC,Commercial/Industrial,2012,-122.88444,49.19763
Pacific Group,"Custom Broker for Air, Ocean, Truck Freight & Wharf Housing",101,17637,1 Ave,V3S9S1,6045381566,100,SSTC,Commercial/Industrial,2012,-122.73414,49.00409
Shield Metal Manufacturing Ltd,Mfg. - Stainless Steel Elbows,0,12694,82 Ave,V3W3G1,6045947571,6,NTC,Commercial/Industrial,2012,-122.87021,49.15175
Ranger Wheel Chairs,Mfg. - Wheelchairs & Scooters,16,14722,64 Ave,V3S1X7,6045904310,8,NTC,Commercial/Industrial,2012,-122.81437,49.11904
Country Woods Furniture #2 Ltd,Retail Sales - Furniture,1,2320,King George Blvd,V4A5A5,6045359003,3,SSTC,Commercial/Industrial,2012,-122.79163,49.04418
Northview Golf & Country Club Ltd,"Golf Course, Pro Shop, Restaurant",0,6857,168 St,V3S8E7,6045740324,200,CTC,Commercial/Industrial,2012,-122.75668,49.1273
